Date,Power [kW],Temperature [°C],Week Day,Hours,Month,Solar Radiation [W/m2],Power-1 [kW]
2017-01-02 06:00:00,109.7,10.4,0,6,1,1.7,96.4
2017-01-02 07:00:00,179.4,10.3,0,7,1,1.8,109.7
2017-01-02 08:00:00,278.7,10.1,0,8,1,18.5,179.4
2017-01-02 09:00:00,300.0,10.4,0,9,1,42.2,278.7
2017-01-02 10:00:00,329.4,10.9,0,10,1,51.6,300.0
2017-01-02 11:00:00,355.2,11.9,0,11,1,40.5,329.4
2017-01-02 12:00:00,373.9,12.6,0,12,1,50.6,355.2
2017-01-02 13:00:00,361.8,13.6,0,13,1,22.4,373.9
2017-01-02 14:00:00,354.1,13.7,0,14,1,16.7,361.8
2017-01-02 15:00:00,354.6,13.2,0,15,1,33.4,354.1
2017-01-02 16:00:00,347.6,13.1,0,16,1,6.4,354.6
2017-01-02 17:00:00,315.1,13.5,0,17,1,3.6,347.6
2017-01-02 18:00:00,268.7,13.9,0,18,1,2.6,315.1
2017-01-02 19:00:00,183.8,13.5,0,19,1,3.4,268.7
2017-01-02 20:00:00,160.7,13.4,0,20,1,1.8,183.8
2017-01-02 21:00:00,136.7,13.7,0,21,1,1.8,160.7
2017-01-02 22:00:00,133.2,13.8,0,22,1,1.6,136.7
2017-01-02 23:00:00,129.4,14.1,0,23,1,1.3,133.2
2017-01-03 00:00:00,128.5,14.4,1,0,1,2.3,129.4
2017-01-03 01:00:00,122.6,14.2,1,1,1,2.0,128.5
2017-01-03 02:00:00,121.5,13.5,1,2,1,1.8,122.6
2017-01-03 03:00:00,120.9,13.2,1,3,1,1.9,121.5
2017-01-03 04:00:00,119.6,14.4,1,4,1,1.1,120.9
2017-01-03 05:00:00,124.4,14.8,1,5,1,1.3,119.6
2017-01-03 06:00:00,135.9,14.9,1,6,1,1.0,124.4
2017-01-03 07:00:00,186.6,14.9,1,7,1,1.3,135.9
2017-01-03 08:00:00,288.9,15.0,1,8,1,38.6,186.6
2017-01-03 09:00:00,333.3,15.4,1,9,1,94.5,288.9
2017-01-03 10:00:00,371.8,15.6,1,10,1,144.0,333.3
2017-01-03 11:00:00,348.5,15.4,1,11,1,202.8,371.8
2017-01-03 12:00:00,347.6,16.3,1,12,1,296.6,348.5
2017-01-03 13:00:00,335.2,16.3,1,13,1,238.4,347.6
2017-01-03 14:00:00,341.1,16.3,1,14,1,148.1,335.2
2017-01-03 15:00:00,342.6,16.4,1,15,1,219.9,341.1
2017-01-03 16:00:00,336.0,15.5,1,16,1,45.7,342.6
2017-01-03 17:00:00,303.4,15.3,1,17,1,6.9,336.0
2017-01-03 18:00:00,251.3,15.2,1,18,1,0.8,303.4
2017-01-03 19:00:00,178.6,15.0,1,19,1,0.8,251.3
2017-01-03 20:00:00,145.5,14.9,1,20,1,1.0,178.6
2017-01-03 21:00:00,118.9,14.9,1,21,1,0.9,145.5
2017-01-03 22:00:00,111.3,15.0,1,22,1,0.9,118.9
2017-01-03 23:00:00,110.6,14.7,1,23,1,0.8,111.3
2017-01-04 00:00:00,107.4,14.0,2,0,1,0.6,110.6
2017-01-04 01:00:00,96.9,13.1,2,1,1,0.6,107.4
2017-01-04 02:00:00,95.8,12.8,2,2,1,0.5,96.9
2017-01-04 06:00:00,114.3,11.6,2,6,1,2.3,95.8
2017-01-04 07:00:00,187.4,11.5,2,7,1,3.3,114.3
2017-01-04 08:00:00,295.4,11.3,2,8,1,14.1,187.4
2017-01-04 09:00:00,327.8,11.5,2,9,1,73.1,295.4
2017-01-04 10:00:00,356.0,11.8,2,10,1,165.4,327.8
2017-01-04 11:00:00,362.9,12.3,2,11,1,261.0,356.0
2017-01-04 12:00:00,352.2,13.2,2,12,1,286.4,362.9
2017-01-04 13:00:00,352.8,14.2,2,13,1,339.7,352.2
2017-01-04 14:00:00,352.6,14.3,2,14,1,178.3,352.8
2017-01-04 15:00:00,352.9,14.0,2,15,1,70.0,352.6
2017-01-04 16:00:00,351.7,13.8,2,16,1,48.6,352.9
2017-01-04 17:00:00,314.3,13.7,2,17,1,4.8,351.7
2017-01-04 18:00:00,254.9,13.6,2,18,1,0.6,314.3
2017-01-04 19:00:00,182.3,13.5,2,19,1,0.6,254.9
2017-01-04 20:00:00,153.3,13.1,2,20,1,0.5,182.3
2017-01-04 21:00:00,129.5,12.9,2,21,1,0.7,153.3
2017-01-04 22:00:00,126.6,12.4,2,22,1,1.0,129.5
2017-01-04 23:00:00,127.0,12.1,2,23,1,1.6,126.6
2017-01-05 00:00:00,125.3,11.9,3,0,1,1.3,127.0
2017-01-05 01:00:00,116.5,11.8,3,1,1,2.0,125.3
2017-01-05 02:00:00,115.9,11.3,3,2,1,1.5,116.5
2017-01-05 03:00:00,114.5,10.8,3,3,1,1.4,115.9
2017-01-05 04:00:00,108.2,10.8,3,4,1,1.3,114.5
2017-01-05 05:00:00,100.1,10.3,3,5,1,1.2,108.2
2017-01-05 06:00:00,120.1,9.8,3,6,1,0.8,100.1
2017-01-05 07:00:00,195.8,9.2,3,7,1,1.4,120.1
2017-01-05 08:00:00,323.1,8.8,3,8,1,19.4,195.8
2017-01-05 09:00:00,351.9,8.8,3,9,1,65.7,323.1
2017-01-05 10:00:00,379.3,9.2,3,10,1,134.1,351.9
2017-01-05 11:00:00,368.4,9.6,3,11,1,202.0,379.3
2017-01-05 12:00:00,370.9,9.7,3,12,1,229.4,368.4
2017-01-05 13:00:00,366.4,10.3,3,13,1,350.8,370.9
2017-01-05 14:00:00,364.1,10.2,3,14,1,257.8,366.4
2017-01-05 15:00:00,369.2,10.1,3,15,1,128.7,364.1
2017-01-05 16:00:00,373.6,10.0,3,16,1,53.0,369.2
2017-01-05 17:00:00,334.7,10.0,3,17,1,4.0,373.6
2017-01-05 18:00:00,269.3,10.0,3,18,1,0.9,334.7
2017-01-05 19:00:00,183.6,9.9,3,19,1,1.0,269.3
2017-01-05 20:00:00,150.5,9.8,3,20,1,0.8,183.6
2017-01-05 21:00:00,131.5,9.7,3,21,1,1.0,150.5
2017-01-05 22:00:00,127.8,9.3,3,22,1,1.0,131.5
2017-01-05 23:00:00,125.2,9.2,3,23,1,0.9,127.8
2017-01-06 00:00:00,121.5,9.4,4,0,1,0.8,125.2
2017-01-06 01:00:00,113.2,9.3,4,1,1,1.1,121.5
2017-01-06 02:00:00,111.4,9.1,4,2,1,0.8,113.2
2017-01-06 03:00:00,110.3,8.6,4,3,1,0.9,111.4
2017-01-06 04:00:00,109.3,8.2,4,4,1,1.0,110.3
2017-01-06 05:00:00,115.1,8.4,4,5,1,0.8,109.3
2017-01-06 06:00:00,115.9,8.2,4,6,1,0.6,115.1
2017-01-06 07:00:00,191.7,7.8,4,7,1,0.9,115.9
2017-01-06 08:00:00,315.0,7.4,4,8,1,19.6,191.7
2017-01-06 09:00:00,352.5,7.1,4,9,1,63.7,315.0
2017-01-06 10:00:00,379.1,7.2,4,10,1,143.5,352.5
2017-01-06 11:00:00,372.2,7.4,4,11,1,225.3,379.1
2017-01-06 12:00:00,376.2,7.9,4,12,1,274.4,372.2
2017-01-06 13:00:00,360.1,8.7,4,13,1,373.8,376.2
2017-01-06 14:00:00,352.5,10.9,4,14,1,373.1,360.1
2017-01-06 15:00:00,352.8,12.5,4,15,1,256.8,352.5
2017-01-06 16:00:00,354.2,12.7,4,16,1,115.4,352.8
2017-01-06 17:00:00,315.4,12.2,4,17,1,9.7,354.2
2017-01-06 18:00:00,255.3,12.4,4,18,1,1.0,315.4
2017-01-06 19:00:00,176.2,12.5,4,19,1,0.7,255.3
2017-01-06 20:00:00,138.5,12.2,4,20,1,0.7,176.2
2017-01-06 21:00:00,116.6,11.2,4,21,1,1.0,138.5
2017-01-06 22:00:00,109.4,10.2,4,22,1,0.9,116.6
2017-01-06 23:00:00,108.8,9.7,4,23,1,0.9,109.4
2017-01-07 00:00:00,105.0,9.5,5,0,1,0.8,108.8
2017-01-07 01:00:00,106.6,9.2,5,1,1,0.7,105.0
2017-01-07 02:00:00,105.9,8.8,5,2,1,0.8,106.6
2017-01-07 03:00:00,103.5,8.3,5,3,1,0.9,105.9
2017-01-07 04:00:00,101.7,7.7,5,4,1,0.8,103.5
2017-01-07 05:00:00,98.0,7.4,5,5,1,0.8,101.7
2017-01-07 07:00:00,103.6,7.1,5,7,1,1.9,98.0
2017-01-07 08:00:00,113.2,7.2,5,8,1,59.4,103.6
2017-01-07 09:00:00,110.3,8.2,5,9,1,197.0,113.2
2017-01-07 10:00:00,119.2,9.1,5,10,1,328.0,110.3
2017-01-07 11:00:00,120.2,9.9,5,11,1,420.6,119.2
2017-01-07 12:00:00,124.9,10.9,5,12,1,461.8,120.2
2017-01-07 13:00:00,123.3,11.8,5,13,1,447.2,124.9
2017-01-07 14:00:00,122.8,12.5,5,14,1,377.9,123.3
2017-01-07 15:00:00,121.2,13.4,5,15,1,263.6,122.8
2017-01-07 16:00:00,123.1,13.4,5,16,1,111.1,121.2
2017-01-07 17:00:00,126.3,12.3,5,17,1,5.3,123.1
2017-01-07 18:00:00,123.1,12.0,5,18,1,0.7,126.3
2017-01-07 19:00:00,122.1,12.0,5,19,1,0.6,123.1
2017-01-07 20:00:00,117.3,11.7,5,20,1,0.8,122.1
2017-01-07 21:00:00,112.5,11.5,5,21,1,0.9,117.3
2017-01-07 22:00:00,112.0,11.3,5,22,1,0.4,112.5
2017-01-07 23:00:00,111.6,10.3,5,23,1,0.7,112.0
2017-01-08 00:00:00,109.2,9.8,6,0,1,0.7,111.6
2017-01-08 01:00:00,107.7,9.3,6,1,1,0.6,109.2
2017-01-08 02:00:00,106.2,8.8,6,2,1,0.4,107.7
2017-01-08 03:00:00,106.6,7.4,6,3,1,0.4,106.2
2017-01-08 04:00:00,105.7,7.1,6,4,1,0.6,106.6
2017-01-08 05:00:00,100.8,6.8,6,5,1,0.6,105.7
2017-01-08 06:00:00,97.3,6.5,6,6,1,0.6,100.8
2017-01-08 07:00:00,97.2,6.3,6,7,1,1.7,97.3
2017-01-08 08:00:00,96.1,6.5,6,8,1,51.3,97.2
2017-01-08 09:00:00,99.2,7.0,6,9,1,179.2,96.1
2017-01-08 10:00:00,99.0,8.0,6,10,1,334.4,99.2
2017-01-08 11:00:00,102.4,9.2,6,11,1,402.6,99.0
2017-01-08 12:00:00,106.6,10.2,6,12,1,468.9,102.4
2017-01-08 13:00:00,105.9,11.4,6,13,1,453.7,106.6
2017-01-08 14:00:00,108.6,12.3,6,14,1,377.2,105.9
2017-01-08 15:00:00,114.7,12.5,6,15,1,269.4,108.6
2017-01-08 16:00:00,122.3,12.5,6,16,1,122.0,114.7
2017-01-08 17:00:00,129.2,11.8,6,17,1,12.9,122.3
2017-01-08 18:00:00,128.7,11.4,6,18,1,0.2,129.2
2017-01-08 19:00:00,128.6,11.0,6,19,1,0.4,128.7
2017-01-08 20:00:00,124.3,10.2,6,20,1,0.3,128.6
2017-01-08 21:00:00,122.7,10.0,6,21,1,0.3,124.3
2017-01-08 22:00:00,119.1,9.8,6,22,1,0.2,122.7
2017-01-08 23:00:00,115.9,9.3,6,23,1,0.2,119.1
2017-01-09 00:00:00,112.2,8.9,0,0,1,0.2,115.9
2017-01-09 01:00:00,109.7,8.8,0,1,1,0.2,112.2
2017-01-09 02:00:00,102.2,9.1,0,2,1,0.2,109.7
2017-01-09 06:00:00,109.0,7.7,0,6,1,0.3,102.2
2017-01-09 07:00:00,186.3,6.3,0,7,1,1.5,109.0
2017-01-09 08:00:00,306.9,6.7,0,8,1,61.5,186.3
2017-01-09 09:00:00,349.8,7.8,0,9,1,202.5,306.9
2017-01-09 10:00:00,386.7,7.9,0,10,1,333.1,349.8
2017-01-09 11:00:00,397.9,9.7,0,11,1,428.1,386.7
2017-01-09 12:00:00,399.0,11.2,0,12,1,472.0,397.9
2017-01-09 13:00:00,375.2,13.2,0,13,1,459.9,399.0
2017-01-09 14:00:00,379.2,16.0,0,14,1,391.0,375.2
2017-01-09 15:00:00,361.8,15.9,0,15,1,268.5,379.2
2017-01-09 16:00:00,363.9,16.1,0,16,1,128.0,361.8
2017-01-09 17:00:00,343.4,14.7,0,17,1,13.1,363.9
2017-01-09 18:00:00,279.4,13.6,0,18,1,0.2,343.4
2017-01-09 19:00:00,195.1,13.3,0,19,1,0.2,279.4
2017-01-09 20:00:00,150.6,12.8,0,20,1,0.1,195.1
2017-01-09 21:00:00,130.3,11.8,0,21,1,0.2,150.6
2017-01-09 22:00:00,123.1,11.5,0,22,1,0.1,130.3
2017-01-09 23:00:00,122.0,11.9,0,23,1,0.1,123.1
2017-01-10 00:00:00,120.6,11.9,1,0,1,0.1,122.0
2017-01-10 01:00:00,108.8,11.6,1,1,1,0.3,120.6
2017-01-10 02:00:00,107.9,11.4,1,2,1,0.3,108.8
2017-01-10 03:00:00,102.8,11.4,1,3,1,0.4,107.9
2017-01-10 04:00:00,100.3,11.4,1,4,1,0.5,102.8
2017-01-10 05:00:00,101.5,11.2,1,5,1,0.4,100.3
2017-01-10 06:00:00,125.6,11.4,1,6,1,0.4,101.5
2017-01-10 07:00:00,197.0,11.9,1,7,1,1.0,125.6
2017-01-10 08:00:00,304.1,12.0,1,8,1,52.1,197.0
2017-01-10 09:00:00,333.4,12.3,1,9,1,107.5,304.1
2017-01-10 10:00:00,369.2,12.8,1,10,1,191.9,333.4
2017-01-10 11:00:00,367.1,13.7,1,11,1,398.3,369.2
2017-01-10 12:00:00,370.3,14.2,1,12,1,476.5,367.1
2017-01-10 13:00:00,354.7,14.7,1,13,1,434.3,370.3
2017-01-10 14:00:00,369.7,13.9,1,14,1,326.5,354.7
2017-01-10 15:00:00,369.6,14.0,1,15,1,182.4,369.7
2017-01-10 16:00:00,368.7,13.2,1,16,1,30.3,369.6
2017-01-10 17:00:00,345.0,12.9,1,17,1,8.6,368.7
2017-01-10 18:00:00,285.4,12.7,1,18,1,0.4,345.0
2017-01-10 19:00:00,200.6,12.5,1,19,1,0.4,285.4
2017-01-10 20:00:00,153.0,12.6,1,20,1,0.4,200.6
2017-01-10 21:00:00,126.9,12.4,1,21,1,0.4,153.0
2017-01-10 22:00:00,131.2,12.4,1,22,1,0.4,126.9
2017-01-10 23:00:00,126.7,12.4,1,23,1,0.4,131.2
2017-01-11 00:00:00,121.9,12.2,2,0,1,0.4,126.7
2017-01-11 01:00:00,111.6,12.2,2,1,1,0.4,121.9
2017-01-11 02:00:00,110.4,12.2,2,2,1,0.4,111.6
2017-01-11 03:00:00,108.3,12.3,2,3,1,0.5,110.4
2017-01-11 04:00:00,102.3,12.2,2,4,1,0.4,108.3
2017-01-11 05:00:00,106.1,12.1,2,5,1,0.5,102.3
2017-01-11 06:00:00,125.0,11.9,2,6,1,0.4,106.1
2017-01-11 07:00:00,190.7,11.9,2,7,1,1.2,125.0
2017-01-11 08:00:00,310.1,12.1,2,8,1,64.8,190.7
2017-01-11 09:00:00,335.4,12.9,2,9,1,186.4,310.1
2017-01-11 10:00:00,369.2,13.8,2,10,1,330.9,335.4
2017-01-11 11:00:00,376.2,13.8,2,11,1,407.8,369.2
2017-01-11 12:00:00,371.3,16.3,2,12,1,469.9,376.2
2017-01-11 13:00:00,348.9,16.8,2,13,1,452.2,371.3
2017-01-11 14:00:00,357.1,17.6,2,14,1,388.5,348.9
2017-01-11 15:00:00,365.0,18.2,2,15,1,285.3,357.1
2017-01-11 16:00:00,372.7,17.0,2,16,1,124.9,365.0
2017-01-11 17:00:00,334.9,15.9,2,17,1,11.5,372.7
2017-01-11 18:00:00,272.1,15.7,2,18,1,0.4,334.9
2017-01-11 19:00:00,190.4,14.8,2,19,1,0.5,272.1
2017-01-11 20:00:00,152.3,14.7,2,20,1,0.6,190.4
2017-01-11 21:00:00,131.4,13.5,2,21,1,0.5,152.3
2017-01-11 22:00:00,123.7,13.2,2,22,1,0.6,131.4
2017-01-11 23:00:00,120.3,12.8,2,23,1,0.5,123.7
2017-01-12 00:00:00,111.5,12.3,3,0,1,0.8,120.3
2017-01-12 01:00:00,104.0,11.4,3,1,1,0.6,111.5
2017-01-12 02:00:00,100.9,10.8,3,2,1,0.5,104.0
2017-01-12 03:00:00,96.3,10.5,3,3,1,0.8,100.9
2017-01-12 05:00:00,100.0,8.9,3,5,1,1.7,96.3
2017-01-12 06:00:00,119.6,8.3,3,6,1,0.7,100.0
2017-01-12 07:00:00,196.1,8.1,3,7,1,1.4,119.6
2017-01-12 08:00:00,305.2,8.4,3,8,1,33.0,196.1
2017-01-12 09:00:00,335.3,9.0,3,9,1,91.2,305.2
2017-01-12 10:00:00,387.9,10.4,3,10,1,106.5,335.3
2017-01-12 11:00:00,390.6,9.8,3,11,1,188.3,387.9
2017-01-12 12:00:00,377.6,10.2,3,12,1,227.5,390.6
2017-01-12 13:00:00,366.1,10.8,3,13,1,226.2,377.6
2017-01-12 14:00:00,376.3,12.3,3,14,1,219.6,366.1
2017-01-12 15:00:00,379.8,13.7,3,15,1,255.2,376.3
2017-01-12 16:00:00,378.3,13.6,3,16,1,103.7,379.8
2017-01-12 17:00:00,338.4,12.9,3,17,1,8.0,378.3
2017-01-12 18:00:00,274.1,12.3,3,18,1,0.6,338.4
2017-01-12 19:00:00,181.0,12.2,3,19,1,0.9,274.1
2017-01-12 20:00:00,149.7,12.1,3,20,1,0.7,181.0
2017-01-12 21:00:00,125.5,12.2,3,21,1,0.9,149.7
2017-01-12 22:00:00,119.8,12.3,3,22,1,0.7,125.5
2017-01-12 23:00:00,119.5,12.0,3,23,1,0.8,119.8
2017-01-13 00:00:00,118.0,11.8,4,0,1,0.6,119.5
2017-01-13 01:00:00,113.4,11.7,4,1,1,0.4,118.0
2017-01-13 02:00:00,104.9,11.4,4,2,1,0.8,113.4
2017-01-13 03:00:00,101.5,11.5,4,3,1,0.8,104.9
2017-01-13 04:00:00,102.2,11.6,4,4,1,0.8,101.5
2017-01-13 05:00:00,113.4,11.3,4,5,1,0.7,102.2
2017-01-13 06:00:00,120.2,10.8,4,6,1,0.7,113.4
2017-01-13 07:00:00,198.0,10.3,4,7,1,2.0,120.2
2017-01-13 08:00:00,329.4,10.4,4,8,1,48.8,198.0
2017-01-13 09:00:00,362.2,11.1,4,9,1,224.1,329.4
2017-01-13 10:00:00,380.9,11.3,4,10,1,401.1,362.2
2017-01-13 11:00:00,365.1,11.6,4,11,1,464.4,380.9
2017-01-13 12:00:00,384.2,11.9,4,12,1,501.3,365.1
2017-01-13 13:00:00,361.6,12.1,4,13,1,493.0,384.2
2017-01-13 14:00:00,359.7,12.2,4,14,1,402.3,361.6
2017-01-13 15:00:00,382.7,12.1,4,15,1,295.4,359.7
2017-01-13 16:00:00,371.4,11.5,4,16,1,139.8,382.7
2017-01-13 17:00:00,334.8,10.7,4,17,1,15.0,371.4
2017-01-13 18:00:00,262.6,9.9,4,18,1,0.7,334.8
2017-01-13 19:00:00,187.7,9.7,4,19,1,0.8,262.6
2017-01-13 20:00:00,149.8,9.6,4,20,1,0.6,187.7
2017-01-13 21:00:00,133.5,9.3,4,21,1,0.6,149.8
2017-01-13 22:00:00,126.1,9.1,4,22,1,0.7,133.5
2017-01-13 23:00:00,116.0,9.0,4,23,1,0.6,126.1
2017-01-14 00:00:00,107.1,8.8,5,0,1,0.5,116.0
2017-01-14 01:00:00,103.4,8.6,5,1,1,0.3,107.1
2017-01-14 02:00:00,104.4,8.2,5,2,1,0.5,103.4
2017-01-14 03:00:00,102.7,8.1,5,3,1,0.4,104.4
2017-01-14 04:00:00,102.0,7.5,5,4,1,0.4,102.7
2017-01-14 05:00:00,98.6,7.4,5,5,1,0.3,102.0
2017-01-14 06:00:00,96.7,7.4,5,6,1,0.3,98.6
2017-01-14 07:00:00,107.8,7.6,5,7,1,1.7,96.7
2017-01-14 08:00:00,118.1,7.8,5,8,1,65.1,107.8
2017-01-14 09:00:00,123.9,8.5,5,9,1,211.6,118.1
2017-01-14 10:00:00,126.6,8.9,5,10,1,346.5,123.9
2017-01-14 11:00:00,124.3,9.4,5,11,1,443.4,126.6
2017-01-14 12:00:00,125.9,10.3,5,12,1,489.1,124.3
2017-01-14 13:00:00,130.5,11.1,5,13,1,477.4,125.9
2017-01-14 14:00:00,125.3,11.4,5,14,1,411.6,130.5
2017-01-14 15:00:00,125.6,11.9,5,15,1,295.7,125.3
2017-01-14 16:00:00,127.4,12.0,5,16,1,151.5,125.6
2017-01-14 17:00:00,134.4,11.3,5,17,1,20.0,127.4
2017-01-14 18:00:00,134.1,9.8,5,18,1,0.3,134.4
2017-01-14 19:00:00,132.4,9.1,5,19,1,0.3,134.1
2017-01-14 20:00:00,121.3,8.8,5,20,1,0.3,132.4
2017-01-14 21:00:00,119.5,8.8,5,21,1,0.3,121.3
2017-01-14 22:00:00,119.4,8.8,5,22,1,0.2,119.5
2017-01-14 23:00:00,120.7,8.6,5,23,1,0.2,119.4
2017-01-15 00:00:00,118.8,8.3,6,0,1,0.4,120.7
2017-01-15 01:00:00,110.0,7.9,6,1,1,0.5,118.8
2017-01-15 02:00:00,105.8,7.3,6,2,1,0.5,110.0
2017-01-15 03:00:00,103.6,7.1,6,3,1,0.6,105.8
2017-01-15 04:00:00,101.4,6.9,6,4,1,0.5,103.6
2017-01-15 06:00:00,96.1,6.7,6,6,1,0.4,101.4
2017-01-15 07:00:00,96.1,6.2,6,7,1,1.7,96.1
2017-01-15 11:00:00,102.2,9.2,6,11,1,446.8,96.1
2017-01-15 12:00:00,107.5,11.1,6,12,1,493.0,102.2
2017-01-15 13:00:00,106.1,12.7,6,13,1,481.1,107.5
2017-01-15 14:00:00,108.7,12.8,6,14,1,411.3,106.1
2017-01-15 15:00:00,112.2,13.2,6,15,1,295.5,108.7
2017-01-15 16:00:00,116.7,13.2,6,16,1,153.4,112.2
2017-01-15 17:00:00,125.1,11.5,6,17,1,21.6,116.7
2017-01-15 18:00:00,129.4,10.2,6,18,1,0.2,125.1
2017-01-15 19:00:00,124.7,9.6,6,19,1,0.3,129.4
2017-01-15 20:00:00,117.3,9.4,6,20,1,0.6,124.7
2017-01-15 21:00:00,115.6,9.4,6,21,1,0.4,117.3
2017-01-15 22:00:00,113.7,9.5,6,22,1,0.5,115.6
2017-01-15 23:00:00,114.0,9.7,6,23,1,0.5,113.7
2017-01-16 00:00:00,110.5,9.4,0,0,1,0.7,114.0
2017-01-16 01:00:00,102.3,9.1,0,1,1,0.4,110.5
2017-01-16 02:00:00,99.8,8.9,0,2,1,0.5,102.3
2017-01-16 03:00:00,99.9,8.0,0,3,1,0.5,99.8
2017-01-16 04:00:00,99.6,7.8,0,4,1,0.7,99.9
2017-01-16 05:00:00,99.0,7.8,0,5,1,0.5,99.6
2017-01-16 06:00:00,116.9,6.3,0,6,1,1.0,99.0
2017-01-16 07:00:00,198.1,5.4,0,7,1,2.1,116.9
2017-01-16 08:00:00,306.9,5.7,0,8,1,68.0,198.1
2017-01-16 09:00:00,357.6,8.4,0,9,1,207.2,306.9
2017-01-16 10:00:00,382.3,7.5,0,10,1,339.2,357.6
2017-01-16 11:00:00,374.4,9.3,0,11,1,436.1,382.3
2017-01-16 12:00:00,376.0,11.1,0,12,1,483.6,374.4
2017-01-16 13:00:00,361.2,12.6,0,13,1,474.1,376.0
2017-01-16 14:00:00,356.1,14.2,0,14,1,407.8,361.2
2017-01-16 15:00:00,358.3,15.1,0,15,1,293.2,356.1
2017-01-16 16:00:00,357.2,14.8,0,16,1,146.1,358.3
2017-01-16 17:00:00,321.5,13.2,0,17,1,19.0,357.2
2017-01-16 18:00:00,280.7,12.0,0,18,1,0.4,321.5
2017-01-16 19:00:00,199.1,10.9,0,19,1,0.4,280.7
2017-01-16 20:00:00,154.4,10.6,0,20,1,0.4,199.1
2017-01-16 21:00:00,134.6,10.3,0,21,1,0.6,154.4
2017-01-16 22:00:00,129.5,10.3,0,22,1,0.7,134.6
2017-01-16 23:00:00,128.5,10.2,0,23,1,0.5,129.5
2017-01-17 00:00:00,126.3,9.7,1,0,1,0.7,128.5
2017-01-17 01:00:00,112.4,9.5,1,1,1,0.9,126.3
2017-01-17 02:00:00,105.5,9.2,1,2,1,0.8,112.4
2017-01-17 03:00:00,100.0,8.1,1,3,1,0.9,105.5
2017-01-17 04:00:00,104.5,8.2,1,4,1,1.0,100.0
2017-01-17 05:00:00,115.9,7.7,1,5,1,1.2,104.5
2017-01-17 06:00:00,121.3,7.5,1,6,1,1.0,115.9
2017-01-17 07:00:00,205.3,6.9,1,7,1,2.9,121.3
2017-01-17 08:00:00,313.0,7.8,1,8,1,66.1,205.3
2017-01-17 09:00:00,345.9,9.9,1,9,1,209.0,313.0
2017-01-17 10:00:00,368.9,11.2,1,10,1,341.9,345.9
2017-01-17 11:00:00,405.7,14.1,1,11,1,438.8,368.9
2017-01-17 12:00:00,393.9,15.6,1,12,1,473.8,405.7
2017-01-17 13:00:00,375.4,16.1,1,13,1,455.6,393.9
2017-01-17 14:00:00,374.3,17.0,1,14,1,394.4,375.4
2017-01-17 15:00:00,362.3,16.6,1,15,1,293.2,374.3
2017-01-17 16:00:00,373.4,15.6,1,16,1,149.2,362.3
2017-01-17 17:00:00,326.5,14.2,1,17,1,22.2,373.4
2017-01-17 18:00:00,265.1,13.0,1,18,1,0.3,326.5
2017-01-17 19:00:00,200.0,12.0,1,19,1,0.6,265.1
2017-01-17 20:00:00,157.7,11.9,1,20,1,0.7,200.0
2017-01-17 21:00:00,124.9,11.9,1,21,1,0.6,157.7
2017-01-17 22:00:00,118.0,12.0,1,22,1,0.7,124.9
2017-01-17 23:00:00,117.6,11.8,1,23,1,0.6,118.0
2017-01-18 00:00:00,109.1,10.6,2,0,1,0.9,117.6
2017-01-18 01:00:00,106.9,10.1,2,1,1,0.8,109.1
2017-01-18 02:00:00,106.1,9.4,2,2,1,0.6,106.9
2017-01-18 03:00:00,101.9,8.4,2,3,1,0.5,106.1
2017-01-18 04:00:00,100.7,7.3,2,4,1,0.6,101.9
2017-01-18 05:00:00,114.5,6.4,2,5,1,0.5,100.7
2017-01-18 06:00:00,122.1,5.7,2,6,1,0.4,114.5
2017-01-18 07:00:00,194.2,4.8,2,7,1,1.7,122.1
2017-01-18 08:00:00,309.1,4.7,2,8,1,66.0,194.2
2017-01-18 09:00:00,363.2,4.9,2,9,1,217.2,309.1
2017-01-18 10:00:00,394.4,5.6,2,10,1,360.0,363.2
2017-01-18 11:00:00,408.1,5.9,2,11,1,458.0,394.4
2017-01-18 12:00:00,404.5,6.8,2,12,1,501.7,408.1
2017-01-18 13:00:00,393.0,7.4,2,13,1,495.0,404.5
2017-01-18 14:00:00,392.1,7.8,2,14,1,434.1,393.0
2017-01-18 15:00:00,391.6,7.8,2,15,1,319.3,392.1
2017-01-18 16:00:00,389.8,7.9,2,16,1,169.9,391.6
2017-01-18 17:00:00,359.1,7.5,2,17,1,28.8,389.8
2017-01-18 18:00:00,291.0,6.8,2,18,1,0.4,359.1
2017-01-18 19:00:00,203.5,6.2,2,19,1,0.5,291.0
2017-01-18 20:00:00,164.4,6.2,2,20,1,0.5,203.5
2017-01-18 21:00:00,145.6,5.7,2,21,1,0.4,164.4
2017-01-18 22:00:00,126.2,5.5,2,22,1,0.4,145.6
2017-01-18 23:00:00,121.6,5.3,2,23,1,0.5,126.2
2017-01-19 00:00:00,118.1,5.0,3,0,1,0.5,121.6
2017-01-19 01:00:00,115.2,4.8,3,1,1,0.4,118.1
2017-01-19 02:00:00,110.1,4.5,3,2,1,0.4,115.2
2017-01-19 03:00:00,102.1,4.5,3,3,1,0.4,110.1
2017-01-19 04:00:00,103.4,4.4,3,4,1,0.6,102.1
2017-01-19 05:00:00,115.5,4.0,3,5,1,0.6,103.4
2017-01-19 06:00:00,128.1,3.6,3,6,1,0.5,115.5
2017-01-19 07:00:00,196.8,3.1,3,7,1,1.5,128.1
